X-One Reference,Amount,Currency,Buy/Sell,Instrument Name,Product Price,Maturity Date,Trade Date,Option Type,Strike,Broker Fees,Broker Fees Ccy,Underlying Name
ELI-957081894,115750,GBP,Buy,EquityListedOption,231.5,43084,42893,C,7500,,,FTSE
ELI-957081893,168500,GBP,Sell,EquityListedOption,337,43084,42893,P,7500,250,GBP,FTSE
ELI-956821837,435580,GBP,Sell,EquityFuture,7510,42902,42892,,,,,FTSE
ELI-956821838,7875,GBP,Buy,EquityListedOption,31.5,42937,42892,C,7700,125,GBP,FTSE
ELI-956808998,35500,GBP,Buy,EquityListedOption,142,43084,42892,C,7700,,,FTSE
ELI-956808999,44375,GBP,Sell,EquityListedOption,177.5,43084,42892,P,7100,125,GBP,FTSE
ELI-956808997,1254170,GBP,Sell,EquityFuture,7510,42902,42892,,,,,FTSE
ELI-956763275,863650,GBP,Sell,EquityFuture,7510,42902,42892,,,,,FTSE
ELI-956763273,13875,GBP,Buy,EquityListedOption,55.5,43084,42892,C,8000,,,FTSE
ELI-956763274,37250,GBP,Sell,EquityListedOption,149,43084,42892,P,7000,125,GBP,FTSE
ELI-956761856,74900,GBP,Sell,EquityFuture,7490,42902,42892,,,,,FTSE
ELI-956761854,64000,GBP,Sell,EquityListedOption,128,42993,42892,P,7300,,,FTSE
ELI-956761855,36000,GBP,Buy,EquityListedOption,72,42937,42892,P,7400,250,GBP,FTSE
ELI-956746076,35250,GBP,Buy,EquityListedOption,141,42993,42892,C,7500,,,FTSE
ELI-956746075,27500,GBP,Sell,EquityListedOption,110,42965,42892,C,7500,125,GBP,FTSE
ELI-956755850,157500,GBP,Buy,EquityFuture,7500,42902,42892,,,,,FTSE
ELI-956755848,26125,GBP,Sell,EquityListedOption,104.5,43084,42892,C,7800,,,FTSE
ELI-956755852,56750,GBP,Buy,EquityListedOption,227,43084,42892,C,7500,,,FTSE
ELI-956755851,36750,GBP,Sell,EquityListedOption,147,42993,42892,C,7500,250,GBP,FTSE
ELI-956755849,10125,GBP,Buy,EquityListedOption,40.5,42993,42892,C,7800,,,FTSE
ELI-956186895,6600,EUR,Buy,EquityListedOption,2.2,42902,42888,P,11600,,,DAX_X
ELI-956186896,1850,EUR,Sell,EquityListedOption,3.7,42902,42888,P,12000,,,DAX_X
ELI-956186897,5850,EUR,Sell,EquityListedOption,3.9,42902,42888,P,12000,1500,EUR,DAX_X
ELI-956185646,1132500,GBP,Sell,EquityFuture,7550,42902,42888,,,,,FTSE
ELI-956185647,28250,GBP,Sell,EquityListedOption,56.5,42937,42888,P,7400,250,GBP,FTSE
ELI-956168357,411840,EUR,Sell,EquityFuture,12870,42902,42888,,,,,DAX_X
ELI-956168359,109750,EUR,Sell,EquityListedOption,219.5,42993,42888,P,12500,250,EUR,DAX_X
ELI-956172179,831600,GBP,Sell,EquityFuture,7560,42902,42888,,,,,FTSE
ELI-956172181,10000,GBP,Buy,EquityListedOption,20,42993,42888,C,8000,,,FTSE
ELI-956172182,7500,GBP,Buy,EquityListedOption,15,42993,42888,P,6300,,,FTSE
ELI-956172180,28000,GBP,Sell,EquityListedOption,56,42993,42888,P,7000,250,GBP,FTSE
ELI-956154827,264600,GBP,Sell,EquityFuture,7560,42902,42888,,,,,FTSE
ELI-956154828,5562.5,GBP,Buy,EquityListedOption,44.5,42937,42888,C,7700,62.5,GBP,FTSE
ELI-955821901,301200,GBP,Buy,EquityFuture,7530,42902,42887,,,,,FTSE
ELI-955821903,20750,GBP,Sell,EquityListedOption,83,42902,42887,C,7500,250,GBP,FTSE
ELI-955821902,12250,GBP,Sell,EquityListedOption,49,42902,42887,P,7500,,,FTSE
ELI-955803793,97890,GBP,Sell,EquityFuture,7530,42902,42887,,,,,FTSE
ELI-955803792,20500,GBP,Buy,EquityListedOption,82,42993,42887,C,7700,,,FTSE
ELI-955817915,1694250,GBP,Sell,EquityFuture,7530,42902,42887,,,,,FTSE
ELI-955817916,16000,GBP,Buy,EquityListedOption,32,42993,42887,C,7900,,,FTSE
ELI-955817917,29000,GBP,Buy,EquityListedOption,58,42993,42887,P,6950,,,FTSE
ELI-955817918,90000,GBP,Sell,EquityListedOption,180,42993,42887,P,7450,375,GBP,FTSE
ELI-955811941,518420,EUR,Buy,EquityFuture,5290,42902,42887,,,,,CAC40_X
ELI-955811940,25250,EUR,Buy,EquityListedOption,101,42965,42887,P,5200,125,EUR,CAC40_X
ELI-955808500,512720,GBP,Sell,EquityFuture,7540,42902,42887,,,,,FTSE
ELI-955808501,10000,GBP,Buy,EquityListedOption,40,42937,42887,C,7700,125,GBP,FTSE
ELI-955798963,3750000,GBP,Sell,EquityFuture,7500,42902,42887,,,,,FTSE
ELI-955798964,123750,GBP,Buy,EquityListedOption,247.5,43084,42887,C,7500,,,FTSE
ELI-955798965,176750,GBP,Sell,EquityListedOption,353.5,43084,42887,P,7500,250,GBP,FTSE
ELI-955727968,7550000,GBP,Buy,EquityFuture,7550,42902,42887,,,,,FTSE
ELI-955727972,32000,GBP,Sell,EquityListedOption,64,42937,42887,C,7550,,,FTSE
ELI-955727969,32250,GBP,Sell,EquityListedOption,64.5,42937,42887,C,7550,,,FTSE
ELI-955727970,66000,GBP,Buy,EquityListedOption,66,42937,42887,P,7550,398,GBP,FTSE
ELI-955404888,438480,GBP,Sell,EquityFuture,7560,42902,42886,,,,,FTSE
ELI-955404890,5500,GBP,Buy,EquityListedOption,22,42993,42886,C,8000,,,FTSE
ELI-955404889,9875,GBP,Sell,EquityListedOption,39.5,42993,42886,P,6800,125,GBP,FTSE
ELI-955398626,263200,GBP,Sell,EquityFuture,7520,42902,42886,,,,,FTSE
ELI-955398627,33500,GBP,Buy,EquityListedOption,67,42993,42886,P,7000,250,GBP,FTSE
ELI-955398628,77000,GBP,Sell,EquityListedOption,154,43084,42886,P,7000,,,FTSE
ELI-955388816,285760,GBP,Sell,EquityFuture,7520,42902,42886,,,,,FTSE
ELI-955388817,12375,GBP,Sell,EquityListedOption,33,42937,42886,P,7200,,,FTSE
ELI-955388819,2812.5,GBP,Buy,EquityListedOption,7.5,42902,42886,P,7200,187.5,GBP,FTSE
ELI-955345775,7526000,GBP,Sell,EquityFuture,7526,42902,42886,,,500,GBP,FTSE
ELI-955345776,5595375,GBP,Buy,EquityFuture,7460.5,42993,42886,,,,,FTSE
ELI-955345774,1865250,GBP,Buy,EquityFuture,7461,42993,42886,,,,,FTSE
ELI-955342003,15060,GBP,Sell,EquityFuture,7530,42902,42886,,,,,FTSE
ELI-955342004,49700,GBP,Sell,EquityListedOption,248.5,43084,42886,C,7500,,,FTSE
ELI-955342005,34000,GBP,Buy,EquityListedOption,170,42993,42886,C,7500,,,FTSE
ELI-955326879,496320,GBP,Sell,EquityFuture,7520,42902,42886,,,,,FTSE
ELI-955326880,15125,GBP,Buy,EquityListedOption,121,42937,42886,C,7500,,,FTSE
ELI-955327410,398560,GBP,Buy,EquityFuture,7520,42902,42886,,,,,FTSE
ELI-955327411,42750,GBP,Sell,EquityListedOption,114,43084,42886,P,6800,,,FTSE
ELI-955327412,81375,GBP,Buy,EquityListedOption,325.5,43084,42886,P,7500,156.25,GBP,FTSE
ELI-955005943,19000,GBP,Sell,EquityListedOption,152,42993,42885,C,7500,125,GBP,FTSE
ELI-955005944,26812.5,GBP,Sell,EquityListedOption,214.5,42993,42885,P,7500,,,FTSE
ELI-955005942,67590,GBP,Sell,EquityFuture,7510,42902,42885,,,,,FTSE
ELI-954994861,231880,GBP,Buy,EquityFuture,7480,42902,42885,,,,,FTSE
ELI-954994860,158125,GBP,Buy,EquityListedOption,253,43084,42885,P,7300,,,FTSE
ELI-954994862,87500,GBP,Sell,EquityListedOption,140,42993,42885,P,7300,312.5,GBP,FTSE
ELI-954859145,25200,EUR,Sell,EquityFuture,12600,42902,42884,,,,,DAX_X
ELI-954859143,549100,EUR,Buy,EquityListedOption,549.1,43084,42884,C,12600,,,DAX_X
ELI-954859144,362600,EUR,Sell,EquityListedOption,362.6,42993,42884,C,12600,,,DAX_X
ELI-954595659,1957800,GBP,Buy,EquityFuture,7530,42902,42881,,,,,FTSE
ELI-954595660,100250,GBP,Buy,EquityListedOption,200.5,42993,42881,P,7500,250,GBP,FTSE
ELI-954560179,23750,GBP,Sell,EquityListedOption,47.5,42902,42881,P,7500,250,GBP,FTSE
ELI-954560178,1581300,GBP,Sell,EquityFuture,7530,42902,42881,,,,,FTSE
ELI-954553626,90000,GBP,Buy,EquityFuture,7500,42902,42881,,,,,FTSE
ELI-954553628,40200,GBP,Buy,EquityListedOption,201,42993,42881,P,7500,,,FTSE
ELI-954553627,33500,GBP,Buy,EquityListedOption,167.5,42993,42881,C,7500,200,GBP,FTSE
ELI-954542344,150200,GBP,Buy,EquityFuture,7510,42902,42881,,,,,FTSE
ELI-954542342,12250,GBP,Sell,EquityListedOption,49,43084,42881,P,6200,,,FTSE
ELI-954542343,21500,GBP,Buy,EquityListedOption,86,43084,42881,P,6600,,,FTSE
ELI-954538117,52700,EUR,Sell,EquityFuture,5270,42902,42881,,,,,CAC40_X
ELI-954538119,9000,EUR,Buy,EquityListedOption,18,42965,42881,P,4600,,,CAC40_X
ELI-954538118,8500,EUR,Sell,EquityListedOption,17,42937,42881,P,4800,250,EUR,CAC40_X
ELI-954491050,172500,GBP,Sell,EquityFuture,7500,42902,42881,,,,,FTSE
ELI-954491049,13375,GBP,Sell,EquityListedOption,53.5,42902,42881,P,7500,250,GBP,FTSE
ELI-954491047,3500,GBP,Sell,EquityListedOption,14,42902,42881,P,7300,,,FTSE
ELI-954491048,12750,GBP,Buy,EquityListedOption,25.5,42902,42881,P,7400,,,FTSE
ELI-954256847,224400,GBP,Sell,EquityFuture,7480,42902,42880,,,,,FTSE
ELI-954256846,58500,GBP,Sell,EquityListedOption,156,43084,42880,P,7000,,,FTSE
ELI-954256848,26062.5,GBP,Buy,EquityListedOption,69.5,42993,42880,P,7000,187.5,GBP,FTSE
ELI-954224477,172730,GBP,Buy,EquityFuture,7510,42902,42880,,,,,FTSE
ELI-954224476,4500,GBP,Buy,EquityListedOption,18,42937,42880,P,7000,125,GBP,FTSE
ELI-954207847,300400,GBP,Sell,EquityFuture,7510,42902,42880,,,,,FTSE
ELI-954207848,76750,GBP,Sell,EquityListedOption,153.5,43084,42880,P,7000,,,FTSE
ELI-954207846,163500,GBP,Buy,EquityListedOption,327,43084,42880,P,7500,,,FTSE
ELI-954207851,34250,GBP,Buy,EquityListedOption,68.5,42993,42880,P,7000,,,FTSE
ELI-954207850,105750,GBP,Sell,EquityListedOption,211.5,42993,42880,P,7500,500,GBP,FTSE
ELI-954222613,210000,GBP,Buy,EquityFuture,7500,42902,42880,,,,,FTSE
ELI-954222612,42625,GBP,Buy,EquityListedOption,170.5,42965,42880,P,7500,,,FTSE
ELI-954222615,30625,GBP,Buy,EquityListedOption,122.5,42965,42880,C,7500,,,FTSE
ELI-954222611,13750,GBP,Sell,EquityListedOption,55,42902,42880,P,7500,,,FTSE
ELI-954222614,16500,GBP,Sell,EquityListedOption,66,42902,42880,C,7500,,,FTSE
ELI-954206941,1239150,GBP,Buy,EquityFuture,7510,42902,42880,,,,,FTSE
ELI-954206943,15750,GBP,Sell,EquityListedOption,63,42937,42880,C,7600,,,FTSE
ELI-954206942,14625,GBP,Buy,EquityListedOption,58.5,42937,42880,P,7350,125,GBP,FTSE
ELI-953993692,508640,GBP,Buy,EquityFuture,7480,42902,42879,,,,,FTSE
ELI-953993690,487500,GBP,Buy,EquityListedOption,1300,44183,42879,P,7500,,,FTSE
ELI-953992702,112500,GBP,Sell,EquityFuture,7500,42902,42879,,,,,FTSE
ELI-953992704,48000,GBP,Buy,EquityListedOption,64,43084,42879,P,6400,,,FTSE
ELI-953992706,58000,GBP,Sell,EquityListedOption,116,43084,42879,P,6800,312.5,GBP,FTSE
ELI-953954997,53000,EUR,Sell,EquityFuture,5300,42902,42879,,,,,CAC40_X
ELI-953954995,32250,EUR,Sell,EquityListedOption,64.5,42993,42879,C,5500,,,CAC40_X
ELI-953954996,27500,EUR,Buy,EquityListedOption,44,42965,42879,C,5500,250,EUR,CAC40_X
ELI-953954916,262150,GBP,Sell,EquityFuture,7490,42902,42879,,,,,FTSE
ELI-953954918,2000,GBP,Sell,EquityListedOption,4,42902,42879,P,6900,,,FTSE
ELI-953954915,2750,GBP,Buy,EquityListedOption,5.5,42902,42879,P,7000,,,FTSE
ELI-953954917,5250,GBP,Buy,EquityListedOption,10.5,42902,42879,P,7200,,,FTSE
ELI-953954919,8750,GBP,Sell,EquityListedOption,17.5,42902,42879,P,7300,500,GBP,FTSE
ELI-953898088,139040,EUR,Buy,EquityFuture,12640,42902,42879,,,,,DAX_X
ELI-953898089,158100,EUR,Buy,EquityListedOption,210.8,43084,42879,P,11400,,,DAX_X
ELI-953898090,68100,EUR,Sell,EquityListedOption,90.8,42993,42879,P,11400,375,EUR,DAX_X
ELI-953893050,658240,GBP,Buy,EquityFuture,7480,42902,42879,,,,,FTSE
ELI-953893045,4625,GBP,Sell,EquityListedOption,18.5,42902,42879,C,7600,,,FTSE
ELI-953893046,5000,GBP,Buy,EquityListedOption,20,42902,42879,P,7300,,,FTSE
ELI-953891936,710600,GBP,Buy,EquityFuture,7480,42902,42879,,,,,FTSE
ELI-953891937,105000,GBP,Sell,EquityListedOption,140,43266,42879,P,6200,,,FTSE
ELI-953891938,202500,GBP,Buy,EquityListedOption,405,43266,42879,P,7200,312.5,GBP,FTSE
ELI-953634976,3750000,GBP,Sell,EquityFuture,7500,42902,42878,,,,,FTSE
ELI-953634977,165000,GBP,Sell,EquityListedOption,330,43084,42878,P,7500,,,FTSE
ELI-953634975,112500,GBP,Buy,EquityListedOption,225,43084,42878,C,7500,,,FTSE
ELI-953624958,449400,GBP,Sell,EquityFuture,7490,42902,42878,,,,,FTSE
ELI-953624959,48000,GBP,Sell,EquityListedOption,192,43266,42878,P,6500,125,GBP,FTSE
ELI-953620257,540000,GBP,Buy,EquityFuture,7500,42902,42878,,,,,FTSE
ELI-953620258,454500,GBP,Buy,EquityListedOption,1010,43819,42878,P,7500,,,FTSE
ELI-953620259,201150,GBP,Buy,EquityListedOption,447,43819,42878,C,7500,900,GBP,FTSE
ELI-953579713,67410,GBP,Sell,EquityFuture,7490,42902,42878,,,,,FTSE
ELI-953579712,7050,GBP,Buy,EquityListedOption,23.5,42965,42878,C,7800,,,FTSE
ELI-953579714,4350,GBP,Sell,EquityListedOption,14.5,42937,42878,C,7800,150,GBP,FTSE
ELI-953577830,898800,GBP,Sell,EquityFuture,7490,42902,42878,,,,,FTSE
ELI-953577831,96000,GBP,Sell,EquityListedOption,192,43266,42878,P,6500,250,GBP,FTSE
ELI-953298496,45500,GBP,Sell,EquityListedOption,45.5,42937,42877,P,7200,,,FTSE
ELI-953298495,598400,GBP,Sell,EquityFuture,7480,42902,42877,,,,,FTSE
ELI-953298497,30000,GBP,Buy,EquityListedOption,15,42937,42877,P,6800,,,FTSE
ELI-953007268,37200,GBP,Buy,EquityFuture,7440,42902,42874,,,,,FTSE
ELI-953007266,88000,GBP,Sell,EquityListedOption,352,43266,42874,P,7000,,,FTSE
ELI-953007267,42500,GBP,Buy,EquityListedOption,170,42993,42874,P,7300,125,GBP,FTSE
ELI-952957506,491790,EUR,Sell,EquityFuture,12610,42902,42874,,,,,DAX_X
ELI-952957508,62250,EUR,Sell,EquityListedOption,83,42902,42874,P,12300,375,EUR,DAX_X
ELI-952949948,186000,GBP,Buy,EquityFuture,7440,42902,42874,,,,,FTSE
ELI-952949949,2375,GBP,Sell,EquityListedOption,19,42902,42874,C,7600,,,FTSE
ELI-952870554,341280,EUR,Buy,EquityFuture,12640,42902,42874,,,,,DAX_X
ELI-952870555,67500,EUR,Buy,EquityListedOption,45,42937,42874,P,11400,750,EUR,DAX_X
ELI-952871329,2235000,GBP,Sell,EquityFuture,7450,42902,42874,,,,,FTSE
ELI-952871331,91500,GBP,Sell,EquityListedOption,305,43084,42874,P,7450,,,FTSE
ELI-952871333,60000,GBP,Buy,EquityListedOption,200,43084,42874,C,7450,,,FTSE
ELI-952606855,1446900,GBP,Sell,EquityFuture,7420,42902,42873,,,,,FTSE
ELI-952606853,10000,GBP,Buy,EquityListedOption,20,42902,42873,C,7600,,,FTSE
ELI-952606854,16500,GBP,Sell,EquityListedOption,33,42902,42873,P,7200,250,GBP,FTSE
ELI-952596138,466830,GBP,Buy,EquityFuture,7410,42902,42873,,,,,FTSE
ELI-952596139,22875,GBP,Sell,EquityListedOption,91.5,43084,42873,C,7800,125,GBP,FTSE
ELI-952558779,628150,GBP,Buy,EquityFuture,7390,42902,42873,,,,,FTSE
ELI-952558778,132000,GBP,Buy,EquityListedOption,176,43455,42873,C,8000,,,FTSE
ELI-952558780,296500,GBP,Sell,EquityListedOption,593,43455,42873,C,7000,250,GBP,FTSE
ELI-952555031,229710,GBP,Buy,EquityFuture,7410,42902,42873,,,,,FTSE
ELI-952555030,11437.5,GBP,Sell,EquityListedOption,91.5,43084,42873,C,7800,62.5,GBP,FTSE
ELI-952453872,297600,GBP,Sell,EquityFuture,7440,42902,42873,,,,,FTSE
ELI-952453873,23000,GBP,Sell,EquityListedOption,46,43084,42873,P,6000,250,GBP,FTSE
ELI-952465834,332100,GBP,Sell,EquityFuture,7380,42902,42873,,,,,FTSE
ELI-952465835,25750,GBP,Sell,EquityListedOption,51.5,43084,42873,P,6000,250,GBP,FTSE
ELI-952452203,500,GBP,Buy,EquityListedOption,2,42874,42873,P,7200,125,GBP,FTSE
ELI-952452239,250,GBP,Buy,EquityListedOption,1,42874,42873,P,7100,125,GBP,FTSE
ELI-952447409,534960,GBP,Sell,EquityFuture,7430,42902,42873,,,,,FTSE
ELI-952447410,30400,GBP,Sell,EquityListedOption,152,42993,42873,P,7200,100,GBP,FTSE
ELI-952432672,446400,GBP,Sell,EquityFuture,7440,42902,42873,,,,,FTSE
ELI-952432674,34500,GBP,Sell,EquityListedOption,46,43084,42873,P,6000,375,GBP,FTSE
ELI-952431931,1227600,GBP,Buy,EquityFuture,7440,42902,42873,,,,,FTSE
ELI-952431934,51000,GBP,Sell,EquityListedOption,102,42993,42873,C,7600,250,GBP,FTSE
ELI-952431300,1043000,GBP,Sell,EquityFuture,7450,42902,42873,,,,,FTSE
ELI-952431301,25200,GBP,Sell,EquityListedOption,72,42902,42873,P,7400,175,GBP,FTSE
ELI-952122075,447600,GBP,Sell,EquityFuture,7460,42902,42872,,,,,FTSE
ELI-952122074,22125,GBP,Sell,EquityListedOption,88.5,42993,42872,P,7000,125,GBP,FTSE
ELI-952115474,602290,EUR,Buy,EquityFuture,5330,42902,42872,,,,,CAC40_X
ELI-952115475,23750,EUR,Buy,EquityListedOption,19,42937,42872,P,4800,625,EUR,CAC40_X
ELI-952105244,2692800,GBP,Buy,EquityFuture,7480,42902,42872,,,,,FTSE
ELI-952105245,111750,GBP,Buy,EquityListedOption,223.5,43084,42872,P,7200,250,GBP,FTSE
ELI-952105246,68250,GBP,Sell,EquityListedOption,136.5,43084,42872,C,7700,,,FTSE
ELI-952100802,1568700,GBP,Buy,EquityFuture,7470,42902,42872,,,,,FTSE
ELI-952100803,508875,GBP,Sell,EquityListedOption,678.5,44183,42872,P,6000,,,FTSE
ELI-952053788,114930,EUR,Buy,EquityFuture,12770,42902,42872,,,,,DAX_X
ELI-952053872,79700,EUR,Sell,EquityListedOption,159.4,42937,42872,C,13000,,,DAX_X
ELI-952053789,34200,EUR,Buy,EquityListedOption,68.4,42902,42872,C,13000,250,EUR,DAX_X
ELI-952053969,229860,EUR,Buy,EquityFuture,12770,42902,42872,,,,,DAX_X
ELI-952053968,152400,EUR,Sell,EquityListedOption,152.4,42937,42872,C,13000,,,DAX_X
ELI-952053970,61400,EUR,Buy,EquityListedOption,61.4,42902,42872,C,13000,500,EUR,DAX_X
ELI-951756348,246180,GBP,Sell,EquityFuture,7460,42902,42871,,,,,FTSE
ELI-951756349,65875,GBP,Buy,EquityListedOption,263.5,43819,42871,C,8000,,,FTSE
ELI-951756350,13125,GBP,Sell,EquityListedOption,52.5,43084,42871,C,8000,250,GBP,FTSE
ELI-951750952,1423100,GBP,Buy,EquityFuture,7490,42902,42871,,,,,FTSE
ELI-951750953,108500,GBP,Buy,EquityListedOption,217,43084,42871,P,7200,250,GBP,FTSE
ELI-951745469,1982200,GBP,Buy,EquityFuture,7480,42902,42871,,,,,FTSE
ELI-951745470,10000,GBP,Sell,EquityListedOption,20,42902,42871,C,7650,,,FTSE
ELI-951745471,24000,GBP,Buy,EquityListedOption,48,42902,42871,P,7400,250,GBP,FTSE
ELI-951728528,760920,GBP,Buy,EquityFuture,7460,42902,42871,,,,,FTSE
ELI-951728527,40125,GBP,Buy,EquityListedOption,160.5,42993,42871,P,7300,125,GBP,FTSE
ELI-951727708,433260,GBP,Sell,EquityFuture,7470,42902,42871,,,,,FTSE
ELI-951727710,33525,GBP,Sell,EquityListedOption,223.5,43084,42871,P,7200,75,GBP,FTSE
ELI-951685798,96980,GBP,Sell,EquityFuture,7460,42902,42871,,,,,FTSE
ELI-951685800,375,GBP,Buy,EquityListedOption,1.5,42874,42871,C,7600,125,GBP,FTSE
ELI-951446291,555750,GBP,Buy,EquityFuture,7410,42902,42870,,,,,FTSE
ELI-951446324,124250,GBP,Sell,EquityListedOption,248.5,43819,42870,C,8000,,,FTSE
ELI-951446321,23000,GBP,Buy,EquityListedOption,46,43084,42870,C,8000,500,GBP,FTSE
ELI-951425498,3875,GBP,Sell,EquityListedOption,31,43455,42870,C,9000,,,FTSE
ELI-951425489,59280,GBP,Buy,EquityFuture,7410,42902,42870,,,,,FTSE
ELI-951409577,963300,GBP,Buy,EquityFuture,7410,42902,42870,,,,,FTSE
ELI-951409578,21500,GBP,Sell,EquityListedOption,86,42902,42870,C,7400,125,GBP,FTSE
ELI-951367008,4280000,EUR,Sell,EquityFuture,5350,42902,42870,,,,,CAC40_X
ELI-951367009,23120,EUR,Buy,EquityListedOption,57.8,42874,42870,C,5350,,,CAC40_X
ELI-951367019,23080,EUR,Buy,EquityListedOption,57.7,42874,42870,C,5350,,,CAC40_X
ELI-951367010,8000,EUR,Sell,EquityListedOption,10,42874,42870,P,5350,400,EUR,CAC40_X
ELI-951176003,353760,GBP,Buy,EquityFuture,7370,42902,42867,,,,,FTSE
ELI-951176005,107500,GBP,Buy,EquityListedOption,430,43819,42867,C,7400,500,GBP,FTSE
ELI-951176004,250000,GBP,Buy,EquityListedOption,1000,43819,42867,P,7400,,,FTSE
ELI-951118531,3675000,GBP,Sell,EquityFuture,7350,42902,42867,,,,,FTSE
ELI-951118534,179500,GBP,Buy,EquityListedOption,359,43455,42867,C,7350,,,FTSE
ELI-951118533,353000,GBP,Sell,EquityListedOption,706,43455,42867,P,7350,250,GBP,FTSE
ELI-951112061,184250,GBP,Buy,EquityFuture,7370,42902,42867,,,,,FTSE
ELI-951112059,18000,GBP,Sell,EquityListedOption,36,42993,42867,P,6500,,,FTSE
ELI-951112060,26750,GBP,Buy,EquityListedOption,53.5,42993,42867,P,6700,250,GBP,FTSE
ELI-951111798,737000,GBP,Sell,EquityFuture,7370,42902,42867,,,,,FTSE
ELI-951111799,38875,GBP,Sell,EquityListedOption,155.5,42993,42867,P,7200,125,GBP,FTSE
ELI-950769040,940800,GBP,Sell,EquityFuture,7350,42902,42866,,,,,FTSE
ELI-950769039,114250,GBP,Sell,EquityListedOption,457,43266,42866,P,7200,125,GBP,FTSE
ELI-950768356,14700000,GBP,Sell,EquityFuture,7350,42902,42866,,,,,FTSE
ELI-950768360,649000,GBP,Sell,EquityListedOption,324.5,43084,42866,P,7350,1000,GBP,FTSE
ELI-950768358,440000,GBP,Buy,EquityListedOption,220,43084,42866,C,7350,,,FTSE
ELI-950768285,7350000,GBP,Sell,EquityFuture,7350,42902,42866,,,,,FTSE
ELI-950768284,220000,GBP,Buy,EquityListedOption,220,43084,42866,C,7350,,,FTSE
ELI-950768286,324000,GBP,Sell,EquityListedOption,324,43084,42866,P,7350,500,GBP,FTSE
ELI-950767095,2388750,GBP,Buy,EquityFuture,7350,42902,42866,,,,,FTSE
ELI-950767097,58500,GBP,Sell,EquityListedOption,117,43084,42866,C,7600,,,FTSE
ELI-950767096,95250,GBP,Buy,EquityListedOption,190.5,43084,42866,P,7000,250,GBP,FTSE
ELI-950764633,940800,GBP,Sell,EquityFuture,7350,42902,42866,,,,,FTSE
ELI-950764634,114250,GBP,Sell,EquityListedOption,457,43266,42866,P,7200,125,GBP,FTSE
ELI-950753958,4777500,GBP,Buy,EquityFuture,7350,42902,42866,,,,,FTSE
ELI-950753964,117000,GBP,Sell,EquityListedOption,117,43084,42866,C,7600,,,FTSE
ELI-950753963,190500,GBP,Buy,EquityListedOption,190.5,43084,42866,P,7000,500,GBP,FTSE
ELI-950743092,3675000,GBP,Sell,EquityFuture,7350,42902,42866,,,,,FTSE
ELI-950743090,123000,GBP,Buy,EquityListedOption,246,43084,42866,C,7300,,,FTSE
ELI-950743091,150000,GBP,Sell,EquityListedOption,300,43084,42866,P,7300,250,GBP,FTSE
ELI-950737429,1072680,EUR,Sell,EquityFuture,12770,42902,42866,,,,,DAX_X
ELI-950737435,48700,EUR,Sell,EquityListedOption,48.7,42937,42866,C,13400,1500,EUR,DAX_X
ELI-950737431,79200,EUR,Buy,EquityListedOption,79.2,42902,42866,C,13000,,,DAX_X
ELI-950737430,149400,EUR,Buy,EquityListedOption,74.7,42902,42866,C,13000,,,DAX_X
ELI-950683312,1837500,GBP,Buy,EquityFuture,7350,42902,42866,,,,,FTSE
ELI-950683314,40750,GBP,Sell,EquityListedOption,81.5,42902,42866,C,7350,250,GBP,FTSE
ELI-950731460,918750,GBP,Sell,EquityFuture,7350,42902,42866,,,,,FTSE
ELI-950731461,20125,GBP,Buy,EquityListedOption,80.5,42902,42866,C,7350,125,GBP,FTSE
ELI-950679954,80740,GBP,Buy,EquityFuture,7340,42902,42866,,,,,FTSE
ELI-950679952,11000,GBP,Sell,EquityListedOption,44,43084,42866,P,6000,,,FTSE
ELI-950679953,17875,GBP,Buy,EquityListedOption,143,43084,42866,P,6800,93.75,GBP,FTSE
ELI-950679181,441000,GBP,Buy,EquityFuture,7350,42902,42866,,,,,FTSE
ELI-950679182,28500,GBP,Buy,EquityListedOption,38,43084,42866,P,5900,375,GBP,FTSE
ELI-950421937,367000,GBP,Buy,EquityFuture,7340,42902,42865,,,,,FTSE
ELI-950421936,47500,GBP,Sell,EquityListedOption,47.5,43084,42865,P,6000,,,FTSE
ELI-950421938,74250,GBP,Buy,EquityListedOption,148.5,43084,42865,P,6800,375,GBP,FTSE
ELI-950399951,461790,GBP,Buy,EquityFuture,7330,42902,42865,,,,,FTSE
ELI-950399952,49750,GBP,Buy,EquityListedOption,199,43084,42865,P,7000,,,FTSE
ELI-950399953,4000,GBP,Sell,EquityListedOption,16,42902,42865,P,7000,125,GBP,FTSE
ELI-950388019,874800,GBP,Sell,EquityFuture,7290,42902,42865,,,,,FTSE
ELI-950388020,19750,GBP,Buy,EquityListedOption,39.5,42937,42865,C,7500,250,GBP,FTSE
ELI-950342862,293020,EUR,Buy,EquityFuture,12740,42902,42865,,,,,DAX_X
ELI-950342863,123250,EUR,Buy,EquityListedOption,246.5,43084,42865,P,11600,250,EUR,DAX_X
ELI-950330397,3500,GBP,Sell,EquityListedOption,7,42902,42865,C,7600,250,GBP,FTSE
ELI-950330398,9250,GBP,Buy,EquityListedOption,18.5,42937,42865,C,7600,,,FTSE
ELI-950330396,218700,GBP,Sell,EquityFuture,7290,42902,42865,,,,,FTSE
ELI-950056761,402050,GBP,Buy,EquityFuture,7310,42902,42864,,,,,FTSE
ELI-950056760,61000,GBP,Sell,EquityListedOption,61,42993,42864,P,6700,,,FTSE
